OBJECTID,Cluster,Edge,var1,var2,BiT,p_sim,p_value,pattern005,pattern001,pattern0001
294,0,0,1371.049287,183.2208531,2.873308294629649,0.081,0.081,NS,NS,NS
295,0,0,1292.89129,199.6047895,2.8465928678575043,0.164,0.164,NS,NS,NS
296,0,0,1002.209866,200.9849324,1.5038762907235943,0.178,0.178,NS,NS,NS
297,0,0,811.9476236,224.5918231,2.916306546041708,0.143,0.143,NS,NS,NS
298,0,0,813.1109952,141.9346633,3.1881303246621138,0.075,0.075,NS,NS,NS
299,0,0,1093.244825,164.7653631,2.6921536938345567,0.15,0.15,NS,NS,NS
300,0,0,1081.058564,187.5341273,3.6173696844648022,0.426,0.426,NS,NS,NS
301,0,0,522.836216,284.9850101,7.697371722805496,0.13,0.13,NS,NS,NS
302,0,0,1075.03548,209.4424316,4.886216950639607,0.612,0.388,NS,NS,NS
303,0,0,946.8952546,160.3291907,1.263677048668777,0.036,0.036,pos_cluster,NS,NS
304,0,0,1048.830155,166.8853258,0.6187495053024288,0.103,0.103,NS,NS,NS
305,0,0,1084.926035,223.0934289,0.3130517126359078,0.024,0.024,pos_cluster,NS,NS
306,0,0,802.3006616,228.2420934,1.344491351357119,0.006,0.006,pos_cluster,pos_cluster,NS
307,0,0,809.6186497,185.8216316,3.444427152686602,0.294,0.294,NS,NS,NS
308,0,0,1347.940593,161.9304169,7.572005287934939,0.537,0.46299999999999997,NS,NS,NS
309,0,0,1016.324596,182.3282067,6.524670639098753,0.832,0.16800000000000004,NS,NS,NS
310,0,0,1009.94693,174.7914217,4.180561306856646,0.474,0.474,NS,NS,NS
311,0,0,1026.803723,140.7064835,2.9095991837080097,0.147,0.147,NS,NS,NS
312,0,0,947.0096724,198.0676997,2.242232120417971,0.247,0.247,NS,NS,NS
313,0,0,655.5517812,238.5618648,3.4910032790575456,0.056,0.056,NS,NS,NS
314,0,0,1050.931617,265.548786,5.869701625262309,0.513,0.487,NS,NS,NS
315,0,0,995.1593179,150.8168457,3.9840582672082627,0.346,0.346,NS,NS,NS
316,0,0,691.0023871,228.2452628,3.093341678145273,0.074,0.074,NS,NS,NS
317,0,0,1047.559104,176.8975188,1.6751953456088602,0.092,0.092,NS,NS,NS
318,0,0,1242.121664,167.9252338,4.380642998824001,0.26,0.26,NS,NS,NS
319,0,0,1313.030816,208.1805483,6.903485565619279,0.628,0.372,NS,NS,NS
320,0,0,1359.007842,227.0972122,10.697901356929389,0.878,0.122,NS,NS,NS
321,0,0,700.983574,147.6438735,9.510484077511116,0.731,0.269,NS,NS,NS
322,0,0,854.9643847,186.8355197,3.9121606341538815,0.382,0.382,NS,NS,NS
323,0,0,980.831514,217.9406296,1.9935410116364194,0.294,0.294,NS,NS,NS
324,0,0,1161.555178,259.7167661,0.9533899523611682,0.002,0.002,pos_cluster,pos_cluster,NS
325,0,0,1161.306457,248.6809901,12.207113321548789,0.966,0.03400000000000003,neg_cluster,NS,NS
326,9,1,489.0786341,98.79839001,9.698717784178577,0.135,0.135,NS,NS,NS
327,9,1,498.8742177,98.74215664,5.007595982838515,0.013,0.013,pos_cluster,NS,NS
328,9,1,495.0694692,99.90110992,6.378821057798484,0.039,0.039,pos_cluster,NS,NS
329,0,0,914.66509,192.0735449,4.975969820547182,0.655,0.345,NS,NS,NS
330,0,0,1022.42964,220.5159349,0.8014329013851025,0.013,0.013,pos_cluster,NS,NS
331,0,0,1035.558118,181.8856544,1.9570430990466214,0.131,0.131,NS,NS,NS
332,6,1,1003.477452,100.7622029,11.236813892132297,0.821,0.17900000000000005,NS,NS,NS
333,6,1,1000.805036,100.9199894,14.528938284301102,0.948,0.052000000000000046,NS,NS,NS
334,6,1,992.010499,100.629031,10.328361892045276,0.78,0.21999999999999997,NS,NS,NS
335,0,0,767.7975814,180.7357193,1.6236289511159163,0.024,0.024,pos_cluster,NS,NS
336,0,0,955.9508474,162.6356005,1.2245773499523114,0.042,0.042,pos_cluster,NS,NS
337,0,0,921.5357451,152.4841716,8.265934886055218,0.852,0.14800000000000002,NS,NS,NS
338,3,1,1485.094587,101.5649463,42.501889597574554,0.999,0.0010000000000000009,neg_cluster,neg_cluster,neg_cluster
339,3,1,1483.64089,99.1633491,48.064459736370175,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
340,3,1,1507.508859,100.1171625,37.389122029688394,0.995,0.0050000000000000044,neg_cluster,neg_cluster,NS
341,0,0,744.2600551,263.4085587,3.5763523731313582,0.044,0.044,pos_cluster,NS,NS
342,0,0,1225.913012,150.1949033,1.3459142239243678,0.103,0.103,NS,NS,NS
343,0,0,784.6876144,221.553246,1.4715338754683394,0.249,0.249,NS,NS,NS
344,0,0,918.6938198,222.946638,6.865350996530978,0.797,0.20299999999999996,NS,NS,NS
345,9,1,495.4378546,99.7945821,8.130260605776153,0.081,0.081,NS,NS,NS
346,9,0,510.0737788,98.92269303,0.04555738894987553,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
347,9,0,494.3463371,99.37098279,0.02769638760877169,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
348,9,1,500.0693704,99.45667067,3.12190110688748,0.003,0.003,pos_cluster,pos_cluster,NS
349,0,0,1124.3164,134.3620029,3.2496677746174325,0.105,0.105,NS,NS,NS
350,0,0,1018.993162,249.3173518,3.8365264081714736,0.301,0.301,NS,NS,NS
351,6,1,996.719274,100.5523561,13.044352759604305,0.91,0.08999999999999997,NS,NS,NS
352,6,0,994.5252235,101.4961476,16.60259472731056,0.981,0.019000000000000017,neg_cluster,NS,NS
353,6,0,1001.336034,98.07335431,17.19834795276722,0.985,0.015000000000000013,neg_cluster,NS,NS
354,6,1,989.5753538,99.39544979,11.739178834209518,0.856,0.14400000000000002,NS,NS,NS
355,0,0,912.5909788,208.2526102,0.9158046560964489,0.019,0.019,pos_cluster,NS,NS
356,0,0,754.8103865,194.347811,4.195807068592949,0.369,0.369,NS,NS,NS
357,3,1,1496.344782,100.1802777,48.50437384952322,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
358,3,0,1500.403294,100.5664671,64.97138874094378,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
359,3,0,1491.992824,100.3083288,64.64021840816973,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
360,3,1,1491.53129,99.99820651,47.18288227071938,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
361,0,0,1038.615754,188.1983964,8.767396423192437,0.982,0.018000000000000016,neg_cluster,NS,NS
362,0,0,883.781825,206.9086407,3.372391498594177,0.463,0.463,NS,NS,NS
363,9,1,507.8150209,98.26759469,8.504569524561948,0.085,0.085,NS,NS,NS
364,9,0,496.4201855,97.71521631,0.03939398985328867,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
365,9,0,499.3700131,101.1813584,0.021145629691339568,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
366,9,0,504.6332805,98.69143384,0.039399202863133795,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
367,9,1,495.3529437,99.91065922,4.461960052896148,0.007,0.007,pos_cluster,pos_cluster,NS
368,0,0,833.1097589,218.6759939,3.2820696959511553,0.264,0.264,NS,NS,NS
369,6,1,996.632934,100.685101,11.80698338044979,0.842,0.15800000000000003,NS,NS,NS
370,6,0,995.014407,100.2930846,16.875040912693937,0.978,0.02200000000000002,neg_cluster,NS,NS
371,6,0,1001.690409,100.5088479,17.049638301631795,0.982,0.018000000000000016,neg_cluster,NS,NS
372,6,0,997.4798663,100.5941726,16.90887583416059,0.978,0.02200000000000002,neg_cluster,NS,NS
373,6,1,1008.584255,99.24215234,11.043927906926575,0.783,0.21699999999999997,NS,NS,NS
374,0,0,1115.288666,263.0964595,4.8039434706519755,0.348,0.348,NS,NS,NS
375,3,1,1496.016093,98.40960743,36.951413660739604,0.997,0.0030000000000000027,neg_cluster,neg_cluster,NS
376,3,0,1522.189258,101.4535311,66.39282204202571,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
377,3,0,1488.166129,99.83992275,64.30989255530982,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
378,3,0,1493.414958,100.0439488,64.58606110986685,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
379,3,1,1506.740102,99.84068484,42.77255915727957,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
380,0,0,1161.223999,164.2812251,5.597954999018268,0.884,0.11599999999999999,NS,NS,NS
381,0,0,1090.779795,207.8212248,0.28376169630873843,0.049,0.049,pos_cluster,NS,NS
382,0,0,942.0981701,242.7202159,8.044488476275982,0.836,0.16400000000000003,NS,NS,NS
383,9,1,502.5505221,100.8649514,4.136320614578062,0.008,0.008,pos_cluster,pos_cluster,NS
384,9,0,499.5244705,99.80614004,0.02770989915841006,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
385,9,0,488.5959837,98.44972039,0.019945190405713815,0.001,0.001,pos_cluster,pos_cluster,pos_cluster
386,9,1,498.6381079,98.54868102,3.1912546956735977,0.003,0.003,pos_cluster,pos_cluster,NS
387,0,0,740.3783332,188.6933425,4.046947728192256,0.334,0.334,NS,NS,NS
388,0,0,1216.048888,156.3548999,4.806796727635142,0.305,0.305,NS,NS,NS
389,6,1,997.3675904,99.17635492,14.22728270511518,0.922,0.07799999999999996,NS,NS,NS
390,6,0,1025.193541,99.18366115,18.0129826835649,0.993,0.007000000000000006,neg_cluster,neg_cluster,NS
391,6,0,991.5630743,100.9042427,16.87229246528586,0.986,0.014000000000000012,neg_cluster,NS,NS
392,6,1,1002.977744,100.1076898,13.08745981371326,0.908,0.09199999999999997,NS,NS,NS
393,0,0,665.5791747,230.514028,3.424538188689013,0.077,0.077,NS,NS,NS
394,0,0,706.8895738,227.5616755,4.829283530943511,0.317,0.317,NS,NS,NS
395,3,1,1510.357347,99.86657858,47.77049855201286,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
396,3,0,1486.627673,99.73086881,64.51264722458308,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
397,3,0,1465.186796,101.0580953,62.77129220494427,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
398,3,1,1510.242422,100.8551819,45.16766146944946,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
399,0,0,865.133821,234.8654462,5.574607391662819,0.714,0.28600000000000003,NS,NS,NS
400,0,0,984.2611564,185.0979644,1.5947850083025492,0.231,0.231,NS,NS,NS
401,0,0,736.0559287,159.6756276,3.743143983559184,0.122,0.122,NS,NS,NS
402,9,1,502.3944621,99.65265416,6.379358999623577,0.033,0.033,pos_cluster,NS,NS
403,9,1,512.5420595,100.1791315,2.7701638772154205,0.005,0.005,pos_cluster,pos_cluster,NS
404,9,1,502.0616558,99.98447448,4.258128790338731,0.013,0.013,pos_cluster,NS,NS
405,0,0,1084.093875,163.6398464,5.499847612568757,0.596,0.404,NS,NS,NS
406,0,0,1148.449533,247.270936,2.6008139360870217,0.068,0.068,NS,NS,NS
407,0,0,1019.799876,170.5233841,3.891828406373596,0.423,0.423,NS,NS,NS
408,6,1,998.1959872,99.18423585,10.443801916238339,0.77,0.22999999999999998,NS,NS,NS
409,6,1,1009.96571,99.3827751,12.169439371592427,0.849,0.15100000000000002,NS,NS,NS
410,6,1,1000.413312,99.17485613,10.771435134185413,0.787,0.21299999999999997,NS,NS,NS
411,0,0,1213.412381,167.423514,3.1581552858908015,0.145,0.145,NS,NS,NS
412,0,0,780.1285305,161.6822853,2.9224095776908987,0.085,0.085,NS,NS,NS
413,0,0,855.3261849,179.6481193,6.322036437686647,0.721,0.279,NS,NS,NS
414,3,1,1503.108367,99.04734718,42.96168490823065,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
415,3,1,1488.969614,100.54678,53.63329147402226,1.0,0.0,neg_cluster,neg_cluster,neg_cluster
416,3,1,1505.152197,98.7843355,38.45184900247458,0.998,0.0020000000000000018,neg_cluster,neg_cluster,NS
417,0,0,975.787075,299.7502376,6.736808666662151,0.442,0.442,NS,NS,NS
418,0,0,765.0971409,249.0561993,5.225296180995869,0.837,0.16300000000000003,NS,NS,NS
419,0,0,1120.878111,154.8685404,0.5213938751235452,0.165,0.165,NS,NS,NS
420,0,0,753.3832218,131.2425719,2.524521537235368,0.118,0.118,NS,NS,NS
421,0,0,952.457869,267.135283,7.679567169161054,0.911,0.08899999999999997,NS,NS,NS
422,0,0,976.4775258,160.4497721,3.9916078996494577,0.653,0.347,NS,NS,NS
423,0,0,989.7870608,155.0360197,3.6622978336942547,0.631,0.369,NS,NS,NS
424,0,0,596.1173001,258.4644355,3.1241391069959006,0.128,0.128,NS,NS,NS
425,0,0,1108.730974,254.9684541,2.10465316318319,0.167,0.167,NS,NS,NS
426,0,0,1179.777543,193.0549243,0.48561129739231995,0.022,0.022,pos_cluster,NS,NS
427,0,0,948.4621214,228.0401373,1.2598298918502626,0.166,0.166,NS,NS,NS
428,0,0,622.3925013,210.1013797,1.463036093811009,0.1,0.1,NS,NS,NS
429,0,0,860.2996056,220.73833,2.9557377712472466,0.471,0.471,NS,NS,NS
430,0,0,683.7704417,238.0758725,3.0269968903184132,0.247,0.247,NS,NS,NS
431,0,0,953.614186,240.5408069,2.2616623701317646,0.333,0.333,NS,NS,NS
432,0,0,1064.122372,240.5381235,2.30490441887521,0.314,0.314,NS,NS,NS
433,0,0,939.2313277,227.4431107,2.262208768243615,0.392,0.392,NS,NS,NS
434,0,0,1491.681916,195.7412821,14.375521413050313,0.989,0.01100000000000001,neg_cluster,NS,NS
435,0,0,1584.994026,209.143106,16.021847906188352,0.995,0.0050000000000000044,neg_cluster,neg_cluster,NS
436,0,0,534.4510677,232.9818574,6.231471480619137,0.604,0.396,NS,NS,NS
437,0,0,882.8992017,245.5512207,5.185619690952994,0.849,0.15100000000000002,NS,NS,NS
