FID,ID,X,Y,Z,Z2,Cluster,Edge,Z_Value,Z_Value99,Z_Value90,Z_Value90_50,Z_Value95,Z2_Value,Z2_Value90,Z2_Value90_50,X_Value,X_Value90,X_Value95,Y_Value90,X_2x,X_11x,X_1x,X_09x,X_01x,X_2x_5c,X_11x_5c,X_1x_5c,X_09x_5c,X_01x_5c,X_180_1000,X_200_1111,X_190_1056,X_150_1000,X_200_1333,X_175_1167,X_100_1000,X_200_2000,X_150_1500,X_50_1000,X_200_4000,X_125_2500,X_120_1000,X_200_1667,X_160_1333,X_110_1000,X_200_1818,X_155_1409,X_90_1000,X_200_2222,X_145_1611,X_70_1000,X_200_2857,X_135_1929,X_80_1000,X_200_2500,X_140_1750,X_60_1000,X_200_3333,X_130_2167,X_40_1000,Y_8_200,X_200_5000,Y_40_1000,X_120_3000,Y_24_600,X_30_1000,Y_6_200,X_200_6667,Y_40_1333,X_115_3833,Y_23_767,X_20_1000,Y_4_200,X_200_10000,Y_40_2000,X_110_5500,Y_22_1100,X_10_1000,Y_2_200,X_200_20000,Y_40_4000,X_105_10500,Y_21_2100,X_200_1200,Y_40_160,X_200_800,Y_40_240,X_200_1400,Y_40_120,X_200_600,Y_40_280,X_200_1600,Y_40_80,X_200_400,Y_40_320,X_120_1200,Y_16_160,X_80_800,Y_24_240,X_140_1400,Y_12_120,X_60_600,Y_28_280,X_160_1600,Y_8_80,X_40_400,Y_32_320,X_12_1200,Y_2_160,X_8_800,Y_2_240,X_14_1400,Y_1_120,X_6_600,Y_3_280,X_16_1600,Y_1_80,X_4_400,Y_3_320,X_200_1300,Y_40_260,X_200_1500,Y_40_300,X_200_1100,Y_40_220,X_200_900,Y_40_180,X_200_700,Y_40_140,X_200_500,Y_40_100,X_13_1300,Y_3_260,X_15_1500,Y_3_300,X_11_1100,Y_2_220,X_9_900,Y_2_180,X_7_700,Y_1_140,X_5_500,Y_1_100,X_200_1000,Y_40_200,X_17_1700,X_18_1800,X_19_1900,X_20_2000,X_30_3000
205,206,1471.971723,201.1943613,0.983300006,1.121400226,2,0,1.65,1.649,1.775829763,1,1.649,1.382380253,3.6,3.6,1461.845858,1256,1329,201.1943613,1990.934913,1121.183617,1116.62301,974.6105259,78.24773823,898.550242,1030.083152,1140.086727,973.7452276,932.8987736,1076.04967,958.1226531,1266.893224,1281.699822,801.3211022,951.5751648,1167.536277,1120.628605,1133.566054,813.8782995,1289.23794,805.5154157,951.539036,948.8751779,558.3679321,919.4009022,1169.645484,833.965067,951.5682325,1337.704289,1005.381919,1118.058232,633.2497949,954.7650827,1348.256822,741.7479002,1009.49105,1024.578788,751.8982669,816.1509024,941.1060958,182.0606613,559.1159328,237.7402317,963.8947245,226.8324772,1239.395576,178.8230211,805.2028453,189.1821028,931.3665784,275.4650045,965.6013659,193.0756728,1079.031053,241.4603302,1043.122606,229.6999132,993.8839208,255.5677272,1062.073922,149.6092422,1089.935024,159.3235462,738.0489707,137.3692257,802.3342816,230.3860973,964.9342436,277.6391497,1337.634924,157.4006864,383.1887054,121.1745004,888.8727427,244.7634105,1298.261417,211.9508247,1204.657281,204.5261283,1212.361948,188.7613907,614.4779245,236.5056316,814.1939354,190.812388,966.0489561,175.4543686,1139.729863,156.4048179,776.6065393,234.4194588,1002.239223,288.0221893,1074.31511,251.0931031,1082.101178,150.6379586,976.2016759,241.9972212,681.4402589,235.6121756,898.8782935,232.593121,1010.023826,177.1021257,1112.353763,162.2213501,895.9110259,250.6253754,1387.921042,213.5359971,1189.91545,118.3963088,881.3070069,187.6590196,1077.137466,194.7782317,1265.844445,191.4267972,1031.11721,180.464757,1236.836996,196.0764781,1049.609717,192.8571142,1077.137466,1077.137466,1077.137466,1077.137466,1077.137466
206,207,1499.595084,199.2586871,1.130589484,2.460747815,2,0,1.65,1.649,1.775829763,1,1.649,0.518636031,3.6,3.6,1552.770404,1256,1329,199.2586871,1957.083658,1014.166345,1061.829611,925.4933885,95.55874022,1095.905683,995.7932965,1040.669602,1038.585396,767.7773323,1026.585601,844.1364503,981.3554957,1024.635854,534.8250407,933.1405898,1085.581528,1105.509236,1091.006005,747.9408711,604.225671,831.7241441,739.9759252,1137.164305,1148.968755,999.1527057,945.7095297,1001.20206,1025.765271,573.7830507,815.6117362,854.9632932,858.5543979,953.282883,897.97261,815.9647283,866.7244083,883.7382642,1236.188478,838.5027022,997.1452781,206.6084413,942.1221049,188.2448009,845.6446364,162.7553991,702.3317902,94.71130928,787.8612275,213.3034203,973.1621497,266.325834,742.6213636,174.3528704,953.1024056,282.132431,973.2665103,156.9135579,1249.716738,230.3089533,1404.316408,280.1003552,1301.445212,231.5533206,951.4314349,196.6707882,920.8701281,153.7892627,1148.349327,202.2102366,1496.080005,272.2526988,990.4097544,230.4635048,856.8820708,218.021016,724.9197844,215.5439757,1053.355742,211.9021944,1084.838852,264.1505951,971.6618637,205.0563318,1070.764987,213.6542648,1031.648094,175.9929916,661.7968852,211.8274668,647.694891,250.462866,685.6842918,255.9279493,1007.003265,220.7292269,837.6565403,227.4167884,784.5421999,194.6356838,899.5120503,147.8348999,808.1930964,208.939344,835.7408874,117.3561884,1094.098158,168.6602942,733.528208,136.6163809,955.9985214,204.7195869,1345.238882,207.8045508,1032.118067,220.9415521,796.6207258,188.4083163,941.0414594,205.6989266,612.697693,194.2821601,830.1913064,205.2982456,803.7720366,215.7783744,796.6207258,796.6207258,796.6207258,796.6207258,796.6207258
207,208,1512.886263,199.0563419,1.005277508,0.583947003,2,1,1.65,1.649,1.775829763,1,1.649,0.665636963,3.6,3.6,1544.711433,1256,1329,199.0563419,1934.883551,1165.328941,1090.838216,962.2211232,154.1967314,945.4290621,1133.848495,998.968421,985.0798639,643.9580184,671.0079718,1381.369847,1136.069761,1166.978578,1127.533394,1029.908339,1153.351302,1015.162554,957.2315145,779.2199278,1074.050674,1031.705297,1102.322422,828.7111359,1232.055882,1170.228526,885.571453,694.6529449,1054.813872,1053.686599,824.9306624,845.7008402,1060.517127,586.7719121,1127.153864,1225.463568,1151.091453,751.5845707,1356.492132,783.9616454,997.4588478,159.5290007,1324.311224,193.3654856,1192.346055,255.9296668,792.8598464,209.4921779,1204.611974,132.1992042,714.3356964,205.9595574,743.3565912,248.4627627,803.0004827,179.4683567,972.2909615,126.9938161,1091.813844,101.1099543,1221.380266,123.0717186,1006.576538,183.0974751,1388.280304,214.2796646,856.4957004,113.1255257,1079.586283,201.612621,901.8886557,178.950754,947.7273106,231.7017127,938.1868297,225.6065434,911.7554822,208.8850355,783.0211005,269.8877825,1049.094432,210.4801155,1248.375479,161.5542261,507.2538882,176.7373724,471.7792239,192.2944756,838.608241,200.7578364,1019.265828,235.9660339,1235.938996,192.2770383,1164.534944,238.5924701,1005.282935,119.0471966,1183.220534,149.500077,774.7969998,219.9712168,1100.214168,185.5723725,968.4756848,258.8579048,1206.19663,176.5242715,1338.460327,195.3771475,1312.42581,216.6042134,1058.95346,176.8213123,1157.428733,226.2782133,703.5173346,222.7083868,1187.911632,153.9357109,808.9075247,160.4446029,951.0837581,153.0531966,1079.378565,190.6269562,703.5173346,703.5173346,703.5173346,703.5173346,703.5173346
208,209,854.3754279,260.3672387,0.909347007,0.232049027,0,0,1.38468941,1.38468941,1.38468941,1.38468941,1.38468941,0.749404154,0.749404154,0.749404154,1024.714594,1024.714594,1024.714594,260.3672387,1007.109266,855.4279679,1276.883077,1182.223218,914.995456,974.7643723,1187.830036,868.8126463,907.8042339,1399.958192,775.4244764,1086.261554,1184.277493,1390.619645,1129.992882,1085.145397,1139.151845,986.6390248,941.1227808,690.0434987,1415.516934,1105.990084,1152.539467,875.5465193,893.9445167,975.0500766,977.4921026,1004.007153,1246.161672,676.0616351,1198.601042,1026.241954,1001.158382,1193.017055,1060.19112,781.4054889,812.7839991,842.0524802,855.7639698,1061.680015,1226.109634,238.3912893,1075.280955,239.6990634,873.7700268,248.3085624,1188.075438,156.5084515,939.1706435,213.8981535,979.1527435,178.2941002,1619.402972,192.2257642,1258.315441,184.9247612,823.5055396,187.3435831,956.8941139,121.5377135,1041.871152,213.3728801,1163.393448,199.9977614,949.885812,219.8593569,845.7114433,187.883661,1430.668786,180.1220928,978.461208,164.6998248,797.5973001,223.6548618,809.4274317,194.2401901,904.2244099,175.8219552,1176.205055,208.383649,1117.480239,200.5344784,664.9771138,176.6090201,899.9654267,153.6631644,972.4416316,259.6431343,758.1844889,237.2199938,924.2968839,177.842329,974.0849529,206.6306873,1211.979224,287.8167821,1244.120143,193.4412718,1099.371922,164.9394234,969.451305,160.1059606,1389.428053,139.9469994,1024.500748,164.2036195,885.0099706,232.6230927,1208.144526,173.4830892,1070.517751,135.1342009,1413.858865,217.4357917,790.3811852,220.3033213,1161.031044,242.8660732,801.3162864,142.7275283,1079.774342,241.8840761,1006.338485,148.1447143,773.554304,109.8446529,1161.031044,1161.031044,1161.031044,1161.031044,1161.031044
209,210,1594.098443,203.6960841,0.460070961,3.746702514,0,0,2.4283992,2.4283992,2.4283992,2.4283992,2.4283992,0.319392542,0.319392542,0.319392542,896.3187443,896.3187443,896.3187443,203.6960841,1250.24958,852.0862303,1124.879813,1299.860594,1100.802128,1000.22515,1155.842255,1128.59996,737.5799707,751.4103354,352.8726056,922.4483921,1056.359336,803.5074024,1169.751081,882.9424854,884.9894065,948.3295369,1164.768831,896.7160263,1300.629915,764.4338939,812.0566138,917.2968729,1022.792997,940.2345335,651.9941796,1073.898589,1133.422029,1135.666746,1158.335787,748.8983099,779.3785707,635.558642,900.2423028,866.135106,921.5741957,1292.790099,888.2828735,810.8956337,798.6684512,168.9250498,928.5323431,201.3804443,1145.039098,270.6741608,688.8230259,254.6785999,900.1403808,235.6666318,1035.737492,236.1980076,733.0710138,223.479662,1136.200527,196.3690757,922.5478352,146.2354731,1100.864099,187.5204611,676.9502416,208.0759081,715.2442769,158.0841979,1288.214227,163.3810631,1470.877817,165.3187268,1192.766565,215.0556798,1009.184978,208.4976543,990.6640311,197.2773863,1138.41724,235.1718641,1217.869456,193.5808538,1146.434084,203.9409439,879.4394615,85.79146541,1097.149268,170.9188611,1279.049366,231.5686949,1022.017654,245.4007164,1388.541755,191.4990924,1201.601489,175.0001644,1015.789648,227.5289846,1022.947926,144.3215571,733.2751163,292.7274538,691.668114,266.3232853,1097.530715,155.0077347,629.2040824,225.9687369,930.1165947,223.9552008,772.1268891,205.3091671,1063.315597,220.6583773,843.7099452,158.988541,1165.399646,193.0808309,765.9645765,134.336685,929.1934936,154.7093877,901.5291422,134.0735804,1132.138571,203.1352675,1417.731635,215.0976766,648.0416358,219.0928233,929.1934936,929.1934936,929.1934936,929.1934936,929.1934936
210,211,502.6628826,201.3453646,1.151929759,1.737927879,8,1,1.65,1.649,1.775829763,1,1.649,2.706631271,0.278,0.278,529.921461,744,671,202.6860246,1972.999469,1059.162782,1043.997966,1004.763695,71.33942421,1370.900615,669.0942308,895.2702303,991.3448073,668.6254354,749.2467503,880.1992641,664.9742899,804.1562515,976.7206447,1090.251753,605.002204,1123.595028,1041.29011,890.1159686,1140.960093,1001.478763,812.8909866,1144.148887,921.1845748,1124.238889,991.2707502,1437.031572,1414.726332,1122.306231,1030.670692,1171.484037,810.6574951,908.9705942,833.712421,929.2448608,1178.513764,1149.28038,1099.111925,1413.898818,908.1866871,175.6516335,954.9069074,231.2593723,872.8231016,212.3799418,842.6400042,171.8638656,1408.205605,152.20222,1051.258136,271.1480735,752.1058774,218.7756667,870.8309712,211.9331629,936.491913,153.188484,731.0689374,194.2874077,1166.503459,177.8021157,1192.4521,145.1899883,1351.738403,168.3456466,655.0139713,177.5769967,1113.609907,229.7118303,1021.213082,214.0110991,1293.060943,154.7964935,1098.728985,173.8668064,1159.965498,193.6033187,1277.332138,167.0219803,816.7099394,222.0297697,1008.930303,185.0150027,439.7782139,129.5272583,1358.708103,246.0239099,1120.9027,218.7888256,970.3191287,139.9408172,777.4148905,200.0374671,607.6227553,291.4456409,1409.641598,198.0181198,852.9917328,322.7067183,1164.551476,152.0065313,1032.387811,205.6980143,1185.55877,192.6387415,1024.488363,168.4798119,1168.17333,257.1281491,1031.26605,172.2128505,897.0173159,222.5728212,1332.919808,213.5341941,1032.438393,150.5679647,1073.883924,258.2604073,1005.343227,189.0758033,817.0534676,267.5656572,991.8742358,154.6656243,1032.438393,1032.438393,1032.438393,1032.438393,1032.438393
211,212,503.0720795,201.2743802,1.155983974,2.247205421,8,0,1.65,1.649,1.775829763,1,1.649,0.71190894,0.278,0.278,522.2770215,744,671,198.2681568,2014.980937,1101.60277,1118.304134,971.2753821,175.0481832,845.890437,754.5278446,1046.561621,791.1295538,1087.876823,1000.706856,929.5972744,979.5018896,869.2572642,1251.15914,768.8181037,1046.311818,1125.911906,888.8042727,999.3361675,992.5958685,1185.712347,750.4383441,1105.9109,511.6879825,671.3479217,1062.974109,762.3416391,988.3270698,1303.124112,1222.200429,752.7333567,682.3392727,817.3736707,915.4408714,949.3897157,1028.784825,612.9156409,1123.293795,940.2547887,761.1495356,196.1334589,1218.60725,242.1308689,1233.767753,208.0989981,1179.026514,204.1790384,1222.537872,169.6693883,900.8926318,183.2323827,930.8353252,219.6401234,921.6028477,244.7799669,1262.298746,204.5235014,958.6588834,217.2792461,1079.234241,228.6675454,1051.357286,224.9807062,807.5558113,164.0891813,714.6497349,209.1901827,1141.328476,177.539031,927.6105837,188.2096783,900.732085,180.3826245,1195.003045,178.9010013,762.4601087,203.4809833,618.0755959,274.167262,1073.312156,256.3732987,791.5067888,182.1793556,1150.99646,186.9023884,1196.723161,122.4085693,564.700718,287.4375577,1088.282772,180.3713207,1097.330901,190.2096982,971.0631721,253.0452453,721.0591722,174.3694051,761.2296787,182.1726953,1070.928489,234.1146769,1293.697416,123.6577259,976.0012606,193.7365604,896.7544412,243.4516258,785.9096791,129.5505067,886.1499161,151.5033035,1007.495899,232.334034,959.1256226,296.7288279,918.9844642,189.8444741,688.2343982,232.3996421,1027.004267,235.5355986,1409.874674,172.0632118,970.2929351,319.6539554,918.9844642,918.9844642,918.9844642,918.9844642,918.9844642
212,213,504.4095531,199.975857,0.917742701,1.372854857,8,0,1.65,1.649,1.775829763,1,1.649,0.338207799,0.278,0.278,491.7209207,744,671,200.7973411,2056.618956,1185.92967,1131.940263,883.6805951,181.6440699,1484.396525,1176.584799,1403.978214,828.5791307,1161.339203,367.5924385,1132.504362,1280.774914,1021.647542,1082.191072,971.0404855,1066.118451,1222.589148,1216.747705,1060.069839,531.5230062,1160.719903,1387.795728,1165.204428,1019.622432,656.6376836,721.1763279,1059.248939,1347.117353,1050.815829,853.0384571,1181.192357,1278.131403,1173.890784,1365.637441,1142.227368,634.8551002,1123.002773,1280.225977,1048.797236,1174.746329,214.5828232,1213.540078,119.1656195,1122.314068,229.7522819,882.9032549,183.1898356,1240.607372,220.6828855,1230.598223,230.6738796,1141.59422,165.0441406,835.142966,247.9243657,959.1630693,246.6888277,1032.009561,213.242286,1182.840861,179.9322765,1134.902191,148.2421817,1210.146403,250.9384491,811.9392951,174.4108343,745.5733071,187.9079333,990.6179076,164.0479869,669.9568061,196.6352605,987.9185093,200.4732099,1216.325649,266.4798969,941.8263739,237.7946367,977.9751195,183.9202994,1084.86323,179.1813165,939.6936765,274.8286005,1061.350522,201.5026358,1300.25765,187.4443624,952.5398585,171.7412916,921.7471899,248.9153243,1129.278316,194.2452233,850.321402,284.0080905,871.102116,241.4981655,984.2505999,181.8689145,932.7263991,186.9845102,1239.778267,187.5068352,1027.076421,147.0707512,780.5965151,192.0870312,901.1905008,215.5832806,1256.529942,157.2565425,1175.034626,261.5806131,976.0256496,221.2532618,724.6925431,244.467358,956.1984313,265.895732,887.405772,136.7304656,914.1564242,219.334089,976.0256496,976.0256496,976.0256496,976.0256496,976.0256496
213,214,509.7467778,200.6778344,1.004531388,0.417741447,8,0,1.65,1.649,1.775829763,1,1.649,1.262794371,0.278,0.278,470.9123093,744,671,201.3476516,1902.06384,1143.493046,1165.132776,983.774264,158.200835,1269.94704,963.3371811,810.6966724,778.0478503,707.5219848,744.1056659,683.5415518,1099.817046,1220.338326,1159.880091,904.6602924,709.4792053,994.0661621,765.1348709,1100.912263,999.5024352,1344.072416,1023.293609,756.8104914,680.3812635,934.5394248,797.0875592,1420.813847,914.1132135,1207.313564,1001.635101,819.4454441,1140.155821,935.8845455,1260.24689,1147.855578,739.0974223,913.9215435,733.7734107,1009.129884,976.6966973,246.7093157,768.3478443,198.966272,1158.878839,151.7471751,1055.43601,184.6023104,1045.989334,124.0946815,938.5212215,217.1287782,956.7447658,147.2171508,850.5696143,184.784313,813.8271899,136.2324442,837.0424949,173.3369583,976.3581531,153.8522773,794.1952261,228.2958749,799.4616435,173.8168215,1200.098218,289.431797,1614.878511,208.7902849,613.776123,219.7283184,1150.20912,162.3761258,872.5217931,230.7999041,714.8485901,175.2132345,1088.20465,246.5708543,1376.145131,127.1604432,1251.439038,237.3565364,1138.431458,216.4395119,1123.556028,157.9500923,917.7557096,241.4414992,857.8814018,200.8498161,1119.767303,127.4541113,1104.110951,200.1389292,1191.754113,159.6175502,988.3636518,249.1348735,484.0003167,197.4827732,1127.033712,126.3825675,1217.232866,223.0363739,903.8268782,238.0602091,954.6409419,193.8911109,728.7386193,183.7920617,956.7077824,226.9642501,1040.997241,233.1506408,993.4611871,210.6569955,983.7894874,174.9125736,717.3356471,192.0606212,1114.760475,241.1462787,638.618952,239.3669935,993.4611871,993.4611871,993.4611871,993.4611871,993.4611871
214,215,502.2118204,202.0844832,0.924706045,0.84332008,8,1,1.65,1.649,1.775829763,1,1.649,1.546661599,0.278,0.278,490.9223124,744,671,201.5370539,2066.220799,1061.772839,1064.458344,824.7901616,197.1284439,1061.854772,986.2617476,831.9517107,1021.441143,889.726255,1041.073387,1018.442974,833.2419298,1040.791228,747.9460243,897.7619237,1006.338256,1037.698853,1135.008462,1214.203437,805.8724869,772.7172989,819.0008819,1020.593443,890.6674073,1172.606273,962.6013419,865.2439833,926.6417764,969.9422609,777.2399345,775.3003613,875.800395,1014.008772,1022.936798,1152.801669,1035.333006,633.2869256,872.2610181,979.2455067,954.6797433,176.11067,1225.369919,218.3089937,1277.208605,206.3267519,1119.077387,270.3141693,1179.938831,193.4771968,1179.637566,227.7161349,692.5741079,244.569845,1205.008541,103.2510925,1241.676355,201.500599,1125.486638,274.2529689,837.0595186,197.4277956,1149.074998,248.0596846,971.8963572,213.819032,799.1875698,150.9539242,780.3836408,154.5354054,1198.278193,127.1396029,304.6331152,241.9201831,1015.705712,126.4711109,1051.519478,251.2761971,713.67394,220.6206683,714.8285651,210.9531811,799.1297653,232.8475125,907.2294499,180.364251,1248.076087,119.5862547,470.5221886,204.3133397,924.8462902,169.5948395,1098.162056,166.9376752,1272.576648,252.5557119,1013.33079,159.4290097,954.021234,252.1920084,936.027656,205.4648821,706.0596503,181.7362808,1061.909687,139.7626426,1165.602177,201.9016748,767.7717562,204.2885294,1012.377475,193.1258207,839.9212809,270.6976255,999.1783494,233.0774541,1070.827003,228.7198911,915.6709086,216.5386675,1037.123275,186.3811923,916.5722896,168.8236581,878.6822916,172.1379553,1070.827003,1070.827003,1070.827003,1070.827003,1070.827003
215,216,1301.131498,107.4593834,1.400292677,1.155888755,0,0,1.10467161,1.10467161,1.10467161,1.10467161,1.10467161,0.488592649,0.488592649,0.488592649,1050.392816,1050.392816,1050.392816,107.4593834,907.5640304,1119.287353,1198.909622,850.4487631,1048.690907,1034.552972,1087.023957,1185.820544,1010.221035,976.7165321,1006.744387,1178.849027,926.4718901,1106.155134,892.0345021,1143.722376,1085.103879,1028.505998,1055.707303,714.4001064,995.0381848,898.7526626,1359.315499,934.0865087,962.2342521,1092.709048,1097.140383,872.0034406,1103.220556,693.7430385,983.0195853,1002.728206,926.983068,947.2640189,1246.496779,584.0578206,974.8000462,928.3775893,865.0086394,1346.783544,1133.85031,221.2449519,1123.324502,225.0774978,796.0694241,213.9509981,658.7790552,265.8770963,1127.895775,242.2448049,985.1821174,166.283489,1004.040495,236.6189915,1148.831143,229.5209385,846.6930747,190.2928889,945.2546571,201.9321574,1148.300426,155.3448343,905.8856438,225.4099269,1047.128121,212.3184057,1000.491217,212.0256426,1039.074297,174.2611442,1126.951011,238.6163219,751.6877184,193.7931941,757.4992973,254.2241495,765.4101606,230.7359713,1063.390786,176.068749,549.2992117,212.938108,1329.103835,208.7192659,779.9195005,195.8853536,1072.731086,172.321719,1162.494062,271.7335712,1270.135425,186.1949368,1252.671676,155.1267644,957.1987153,175.6452717,804.849977,144.4310104,1229.8104,115.5753711,712.3100968,189.6953725,1099.175308,158.4689394,1263.439453,178.4761283,739.97958,212.4393789,1201.629361,155.8407613,1068.701019,233.6489167,1082.122576,282.8939019,906.0690248,217.6616785,748.1350317,227.5654027,1296.931161,178.1630653,912.1669632,215.6244728,965.3391084,203.6756434,1077.570999,198.0400216,748.1350317,748.1350317,748.1350317,748.1350317,748.1350317
216,217,997.0635064,201.3145527,0.901632227,1.511091656,5,1,1.65,1.649,1.775829763,1,1.649,1.720751061,1.775829763,1,972.7108534,1000,1000,202.6860246,1974.263471,1106.223092,1075.281403,921.2698264,174.9071705,1998.858254,1140.760133,1112.409076,878.6541592,42.04697391,928.5440018,775.9687195,860.0413367,1092.417799,1503.962355,985.4697437,1196.616963,2140.061387,1475.986787,998.9813581,3957.664205,2603.531773,945.7679425,2103.499162,1407.013566,1015.987522,2147.913533,1091.574758,889.9042936,2388.585052,1719.297419,966.0340025,3045.282501,2086.350571,1091.238086,2228.63882,1856.077978,1095.008836,3437.026515,2315.810025,992.2461014,201.6796511,5057.652287,1016.791398,3090.905407,592.7272198,976.2287223,209.8301065,6483.493488,1306.040913,3816.151628,774.7820885,1020.533327,201.2234327,9990.623217,1977.482849,5262.730167,1087.278878,997.1439221,199.5831377,19867.29972,3969.555042,10543.01743,2083.523775,1018.876363,125.9966673,806.779515,296.2548188,1442.319702,73.23835079,772.1816816,333.5914667,1382.494121,83.24912123,275.0599265,323.8373874,1268.46412,172.2109283,763.8807821,227.6571878,1281.62154,99.04269178,596.7124858,303.0922964,1726.590469,79.28287255,405.0478873,354.6612777,1189.624893,161.1837862,800.3104476,238.9514619,1417.86914,118.7505867,601.2407954,278.8051532,1581.298038,80.36584524,401.2728757,320.331015,1410.497612,270.7949841,1535.951878,282.9087445,895.5334739,309.1968341,922.7204359,213.7533484,839.5462475,145.2036552,505.1622873,3.923981408,1290.140099,258.4196006,1479.190316,297.1291175,1102.897088,220.9877729,888.8759402,179.1608975,712.4638446,139.9906115,504.1879266,100.376908,1324.180358,140.603987,1714.23261,1782.226366,1893.787269,1968.315701,2988.194449
217,218,996.6282318,202.9959866,1.014861133,0.414130636,5,0,1.65,1.649,1.775829763,1,1.649,3.540824418,1.775829763,1,990.8458504,1000,1000,198.2681568,1974.193325,1178.115982,1191.165691,890.4252223,81.97538377,2059.336643,1153.270585,1055.971122,941.1950144,97.51146976,1231.957309,913.4826336,934.9267452,1297.922722,1400.279242,1170.880782,952.5181035,1867.888931,1639.388773,1063.362304,3863.350175,2540.011188,1078.714695,1648.069757,1303.951751,929.3160718,1870.280377,1512.36559,843.9096683,2175.563381,1493.620605,1079.618812,3169.133448,1711.996507,875.8505683,2735.434964,1644.147151,1031.607171,3203.015733,1823.861664,1041.893271,210.4989731,4872.209137,1038.815186,3086.022193,621.4974829,1053.066829,197.9615351,6798.763012,1383.575757,3858.747814,759.1279626,959.7626051,195.3687917,9995.024862,2039.475715,5611.885855,1093.873403,1019.681408,202.6449274,20149.39543,3953.900311,10616.80439,2077.810269,1144.68818,138.3800171,706.6673786,248.3064474,1499.417023,204.2245442,535.8305269,300.4976536,1572.852804,124.9219805,597.0682907,301.8621354,1008.02034,156.5884675,745.5690535,256.9547425,1531.783252,128.3037918,692.7865816,263.3199677,1741.345917,77.56536918,435.8193647,316.1957574,1195.721677,158.8585042,788.17201,240.1448136,1428.118987,119.2740508,605.1555704,279.4353504,1613.841837,80.7946652,398.348633,319.6537364,1470.084994,252.2005094,1508.682639,301.0389233,1296.234477,222.9402072,854.0117419,264.5355534,520.0385681,83.7348147,511.3208923,124.0335032,1305.811471,261.8858091,1502.362966,306.1256814,1095.560747,219.9952317,895.0535766,180.1698477,711.5643816,139.8348107,491.2093681,99.03117278,1196.699178,149.2044368,1723.429265,1814.861507,1907.080093,1988.461081,3022.811471
218,219,994.9046345,201.5109808,1.048428443,1.625850387,5,0,1.65,1.649,1.775829763,1,1.649,4.038311197,1.775829763,1,1028.941532,1000,1000,200.7973411,2042.449664,1121.520219,1022.223738,880.8096401,70.04242399,2080.382451,1102.944676,1110.944218,929.1873795,118.746476,964.090274,1018.182505,1125.163304,950.9797346,1254.58917,1310.034051,866.2276331,2157.535535,1550.73797,999.0482504,3833.696383,2541.021798,1000.389654,1292.269404,1540.701769,1022.106894,1807.924621,1403.945101,887.0793895,1947.189203,1564.248174,1061.819238,2869.698085,1975.290755,986.3336824,2381.688212,1521.217303,1145.086675,3341.198608,2252.450835,948.4259105,186.591366,5411.672448,964.7589931,3036.823628,598.3326188,992.2492615,205.8688824,6468.526921,1343.126592,3635.814064,761.2834739,1021.295235,195.3335665,10042.50995,2041.305622,5135.766529,1102.030783,991.5747763,198.5457414,20214.73755,3958.64732,10516.56958,2136.337152,1374.92929,39.62038673,557.8039522,243.3326234,1333.812396,95.00435906,569.5913822,267.5966543,1796.31758,151.8212666,306.7064678,322.0327803,1003.599902,162.1854864,690.0289943,259.597736,1461.098552,128.3624814,683.6588994,278.0899774,1856.304323,88.75027033,310.8522538,303.5649993,1214.007979,157.7215823,793.2753889,242.4509788,1426.988432,118.8522236,590.0175275,280.7022691,1606.98485,78.50060011,402.5309809,320.2907563,1123.268739,275.1198182,1121.117916,276.6839411,823.6056017,259.3075801,1053.531684,184.990615,825.8672202,187.7650141,383.0719348,68.94094094,1280.792019,258.0573111,1478.655892,294.0205329,1126.747389,215.9876687,888.3693223,178.5910085,689.540293,141.0283866,503.7844818,101.5799034,321.3620685,189.8395982,1689.636268,1791.081234,1869.060419,2004.062748,2945.092932
